NodeName	copy	mutations	combined	Gene	EntrezID
192	PLEKHF1(79156)	1	0	1	PLEKHF1	79156
193	POLB(5423)	1	0	1	POLB	5423
194	POP4(10775)	1	0	1	POP4	10775
195	PPBP(5473)	1	0	1	PPBP	5473
196	PPIF(10105)	1	0	1	PPIF	10105
197	PPM1J(333926)	1	0	1	PPM1J	333926
198	PPP1R12C(54776)	1	0	1	PPP1R12C	54776
199	PPP1R1B(84152)	1	0	1	PPP1R1B	84152
200	PPP2R2D(55844)	1	0	1	PPP2R2D	55844
201	PPP5C(5536)	1	0	1	PPP5C	5536
202	PRKAR1B(5575)	1	0	1	PRKAR1B	5575
203	PRKD2(25865)	1	0	1	PRKD2	25865
204	PRKRIR(5612)	0	1	1	PRKRIR	5612
205	PROZ(8858)	1	0	1	PROZ	8858
206	PTEN(5728)	1	0	1	PTEN	5728
207	PTGFRN(5738)	1	0	1	PTGFRN	5738
208	PTGIR(5739)	1	0	1	PTGIR	5739
209	PTPN22(26191)	1	0	1	PTPN22	26191
210	PTPRH(5794)	1	0	1	PTPRH	5794
211	RAD52(5893)	1	0	1	RAD52	5893
212	RAP1A(5906)	1	0	1	RAP1A	5906
213	RAP2A(5911)	1	0	1	RAP2A	5911
214	RASA3(22821)	1	0	1	RASA3	22821
215	RB1(5925)	1	0	1	RB1	5925
216	REEP6(92840)	1	0	1	REEP6	92840
217	REXO1(57455)	1	0	1	REXO1	57455
218	RGS7(6000)	1	0	1	RGS7	6000
219	RHOC(389)	1	0	1	RHOC	389
220	RPL28(6158)	1	0	1	RPL28	6158
221	RPP14(11102)	1	0	1	RPP14	11102
222	RPS15(6209)	1	0	1	RPS15	6209
223	RRM2(6241)	0	1	1	RRM2	6241
224	RSBN1(54665)	1	0	1	RSBN1	54665
225	RYR2(6262)	1	0	1	RYR2	6262
226	SAE1(10055)	1	0	1	SAE1	10055
227	SETMAR(6419)	1	0	1	SETMAR	6419
228	SFTPA1(6435)	1	0	1	SFTPA1	6435
229	SFTPA2(6436)	1	0	1	SFTPA2	6436
230	SFTPD(6441)	1	0	1	SFTPD	6441
231	SH3BP5L(80851)	1	0	1	SH3BP5L	80851
232	SLC16A1(6566)	1	0	1	SLC16A1	6566
233	SLC1A5(6510)	1	0	1	SLC1A5	6510
234	SLC25A4(291)	1	0	1	SLC25A4	291
235	SLC6A12(6539)	1	0	1	SLC6A12	6539
236	SLC8A2(6543)	1	0	1	SLC8A2	6543
237	SMYD3(64754)	1	0	1	SMYD3	64754
238	SOCS6(9306)	1	0	1	SOCS6	9306
239	SORBS2(8470)	1	0	1	SORBS2	8470
240	SOX1(6656)	1	0	1	SOX1	6656
241	STK11(6794)	1	0	1	STK11	6794
242	STK24(8428)	1	0	1	STK24	8428
243	STRN4(29888)	1	0	1	STRN4	29888
244	SYT5(6861)	1	0	1	SYT5	6861
245	SYT6(148281)	1	0	1	SYT6	148281
246	TBCE(6905)	1	0	1	TBCE	6905
247	TBL1XR1(79718)	1	0	1	TBL1XR1	79718
248	TCAP(8557)	1	0	1	TCAP	8557
249	TCF3(6929)	1	0	1	TCF3	6929
250	TFB2M(64216)	1	0	1	TFB2M	64216
251	TFDP1(7027)	1	0	1	TFDP1	7027
252	TGFBR1(7046)	0	1	1	TGFBR1	7046
253	TJP1(7082)	1	0	1	TJP1	7082
254	TLR3(7098)	1	0	1	TLR3	7098
255	TM9SF2(9375)	1	0	1	TM9SF2	9375
256	TNFSF13B(10673)	1	0	1	TNFSF13B	10673
257	TNNI3(7137)	1	0	1	TNNI3	7137
258	TNNT1(7138)	1	0	1	TNNT1	7138
259	TOMM20(9804)	1	0	1	TOMM20	9804
260	TP53(7157)	0	1	1	TP53	7157
261	TPO(7173)	0	1	1	TPO	7173
262	TRIM33(51592)	1	0	1	TRIM33	51592
263	TRIM55(84675)	0	1	1	TRIM55	84675
264	TSHB(7252)	1	0	1	TSHB	7252
265	TTF2(8458)	1	0	1	TTF2	8458
266	TUBGCP2(10844)	1	0	1	TUBGCP2	10844
267	TUBGCP3(10426)	1	0	1	TUBGCP3	10426
268	TXNL4A(10907)	1	0	1	TXNL4A	10907
269	U2AF2(11338)	1	0	1	U2AF2	11338
270	UPF3A(65110)	1	0	1	UPF3A	65110
271	UPK2(7379)	0	1	1	UPK2	7379
272	USP13(8975)	1	0	1	USP13	8975
273	USP22(23326)	1	0	1	USP22	23326
274	UTF1(8433)	1	0	1	UTF1	8433
275	VANGL1(81839)	1	0	1	VANGL1	81839
276	VDAC3(7419)	1	0	1	VDAC3	7419
277	VPS33A(65082)	0	1	1	VPS33A	65082
278	VTCN1(79679)	1	0	1	VTCN1	79679
279	WDR3(10885)	1	0	1	WDR3	10885
280	WDR77(79084)	1	0	1	WDR77	79084
281	WNK1(65125)	1	0	1	WNK1	65125
282	XRN2(22803)	0	1	1	XRN2	22803
283	ZIC2(7546)	1	0	1	ZIC2	7546
284	ZIK1(284307)	1	0	1	ZIK1	284307
285	ZNF238(10472)	1	0	1	ZNF238	10472
286	ZNF274(10782)	1	0	1	ZNF274	10782
287	ZNF329(79673)	1	0	1	ZNF329	79673
288	ZNF41(7592)	0	1	1	ZNF41	7592
289	ZNF417(147687)	1	0	1	ZNF417	147687
290	ZNF471(57573)	1	0	1	ZNF471	57573
291	ZNF496(84838)	1	0	1	ZNF496	84838
292	ZNF580(51157)	1	0	1	ZNF580	51157
293	ZNF581(51545)	1	0	1	ZNF581	51545
294	ZNF587(84914)	1	0	1	ZNF587	84914
295	ZNF639(51193)	1	0	1	ZNF639	51193
296	ZNF670(93474)	1	0	1	ZNF670	93474
297	ZP4(57829)	1	0	1	ZP4	57829
298	ZSCAN4(201516)	1	0	1	ZSCAN4	201516
